label,text
1,incap contract manufacturing services private limited inked agreements six new customers india
0,finnish metal products company componenta oyj net profit went slightly 25 1 mln euro 40 2 mln first half 2008 25 4 mln euro 40 7 mln period 2007
0,finnish electronics contract manufacturer scanfil reports net sales eur 241 2 mn 2006 eur 321 6 mn 2005
0,adp news jan 22 2009 finnish mobile phones maker nokia oyj omx nok1v said today operating profit decreased eur 5 billion usd 6 5 bn 2008 eur 8 billion 2007
1,operating loss eur 179mn compared loss eur 188mn second quarter 2009
1,forestries also higher driven yesterday bullish analyst comment stora enso dagens industri dealers said
1,helsinki eliiv today reported eps eur1 13 2009 increase eps eur1 12 2008
1,stockmann swedish sector company ab lindex entered agreement september 30 2007 whereby stockmann wholly owned subsidiary make public tender offer lindex issued shares
1,second quarter 2010 group net profit rose eur3 1 eur2 5 april june 2009
0,total need staff cuts corresponds 300 man years
1,renzo piano building design wonderful addition london skyline says noud veeger evp area director central north europe kone
1,pleased welcome tapeks noma cramo group
1,agreement continue good cooperationand time release capital tied ourmachinery operation
1,costs new ropax vessels 30 lower present ones
0,largest restructuring planned italy negotiations 40 job cuts initiated today company noted
1,basware ceo ilkka sihvo comments conjunction interim report whole basware succeeded well second quarter 2007
1,sales department store division hobby hall increased 7 sales clothing store subsidiary seppala decreased 4
1,operating profit totaled eur 5 5 mn eur 0 7 mn
0,diluted earnings per share eps stood eur 0 25 versus eur 0 42
1,honored recognized gartner specialist business process modeling analysis company many largest software vendors world
0,profit taxes decreased eur 31 6 mn eur 50 0 mn year
1,accordance strategy strengthened local presence establishing representative office south africa october
1,nordea group operating profit increased 2010 18 percent year year 3 64 billion euros total revenue 3 percent 9 33 billion euros
1,sysopen digia plc press release 7 february 2006 ibm finland rewarded distinguished partner companies 2005
1,company feels leases prime locations due several producing formations immediate area
1,company estimates net sales 2010 increase considerably 2009 operating result clearly 2
1,combining two producers create strong eu based fertilizer industry capable meeting global competition added
1,airvana umts home base station femto cell uses software based functionality shelf silicon accelerate feature development reduce product cost
0,finnish developer manufacturer mobile phone chargers salcomp plc omx helsinki sal1v wednesday 19 november lowered full year net sales estimate
0,however market share shrank 47 59 per cent 48 per cent year earlier
1,subscriptions increase cargotec share capital eur 27 060
1,group expand chain include 45 stores
1,finnish consumer packaging manufacturer huhtamaki oyj said swung net profit 84 1 mln euro 105 6 mln first nine months 2006 net loss 2 6 mln euro 3 3 mln period 2005
1,st petersburg oct 14 prime tass finnish tire producer nokian tyres plans invest 50 million euros expansion tire plant city vsevolozhsk russia leningrad region 2011 company president kim gran told reporters thursday
1,lead production turn increase 60 000 tonnes 2009 would twofold increase current capacity levels zahariev said
1,net interest income increased 4 5 eur 31 4 mn eur 30 0 mn 2004
1,operating profit surged eur21m eur106 000
1,finnish cutlery hand tools maker fiskars oyj abp hel fisas said today net profit rose eur 24 1 million usd 33 6 third quarter 2010 eur 17 9 million year earlier
1,quarterly diluted eps continuing operations came 0 21 eur compared last year 0 12 eur
0,outokumpu steel mill tornio finland suspected source
1,teleste sentry 360 formed integration partnership sentry advanced 360 degree immersive camera product line teleste enterprise video management systems
1,marimekko group full year net sales estimated increase 10
1,also bringing right kind people upgrade human resources
0,u energy executives say high steel prices threatening energy exploration
0,operating cash flow investments totalled eur 61 3 mn compared eur 75 3 mn corresponding period 2007
1,aim annual improvement ruukki construction operating profit eur 3 million usd 4 1 starting 2009
1,net sales increased eur655m april june 2010 eur438m year earlier
1,broker highlights cargotec preferred stock sector pure play global cargo container handling expects play active role consolidating industry
1,estimates operating profit improve third quarter
1,launch new 3g handsets nokia aims become winner china 3g market 2g market
0,finnish business software group affectogenimap oyj said net profit halved 1 2 mln euro 1 5 mln first nine months 2006 2 2 mln euro 2 8 mln period 2005
1,announced investment carmaker hyundai example sounds optimistically us course new cars mean new tires
0,reported operating margin 0 5 9
1,finnish bank land consolidated net operating profit increased eur 4 8 mn first quarter 2005 eur 6 4 mn first quarter 2006
0,production products continue normally temporary lay offs concern simultaneously 80 employees
1,net sales grew period x20ac 402 million 585us million x20ac 401 million 2006
1,profit taxes eur 5 4 mn eur 3 6 mn year earlier
1,resulted improved sales figures sweden
1,loss taxes amounted eur 1 2 mn compared loss 2 6 mn
0,adp news feb 11 2009 finnish wood products technology supplier raute oyj hel rutav said today net profit decreased eur 4 7 million usd 6 1 2008 eur 6 6 million 2007
0,number bodily injury cases quadrupled 2000 2006
1,operating result including non recurring items rose eur 146mn loss eur 267mn 2009
1,helsinki afx nokian tyres reported fourth quarter pretax profit 61 5 mln eur 48 6 mln back strong sales
0,finnish media group talentum issued profit warning
0,aspocomp large factory china factory building project india halted due financing problems
1,basware connectivity services allow companies handle purchase pay processes online make internal processes efficient said ceo ilkka sihvo basware corporation
0,expense ratio 102 6 compared 92 9 corresponding period 2005
1,mobile phone sales rose 25 5 87 billion euros enterprise solution sales dropped 39 186 million euros
0,adpnews feb 5 2010 finnish real estate investor sponda oyj hel sda1v said today slipped net loss eur 81 5 million usd 11 8 2009 profit eur 29 3 million 2008
1,company expects net sales 2008 increase 5 10 2007
1,net interest income eur 152 2 mn eur 101 0 mn 2008
1,md henning bahr stockmann gruppen praises trend since chains become stronger decision making processes clear
1,itunes based material accessible windows based macintosh computers transferable portable devices including apple ipods
1,cash flow operating activities estimated 2
1,markets expecting poor performance company stock 6 percent x20ac 23 89 us 33 84 early afternoon trading helsinki
1,acquisitions made businesses well integrated
0,jul 18 police looking man say terrorized three males gunpoint east maple avenue afternoon shooting one kidnapping another
0,additionally company terminate maximum nine salaried senior salaried employees employment contracts
0,pretax profit totaled eur 9 0 mn eur 36 3 mn 2007
1,jarmo honkamaa head oil refining business neste oil says situation looks promising viewpoint
1,comptel vendor dynamic operations support system oss software selected orascom telecom oth partner provisioning activation solutions mobile services
0,tornio works employs 2 300 1 800 scope fixed period part time temporary layoffs april october period
1,systeemitiimi sales project resources also strengthened director paul skogberg said
0,net cash flow operating activities 0 eur 3 1 mn compared eur 23 3 mn corresponding period 2009
1,parties agreed negotiate definitive distribution license agreements end june 2010
1,raute corporation received orders worth eur 12 million ooo ilim bratsk dok russia
1,return equity stood 18 3 compared 15 4 third quarter 2005
1,consolidated operating profit excluding one items eur 30 6 mn eur 29 6 mn year earlier
1,orion pharma operating profit increased 42 5 2004
1,8 may 2009 finnish liquid handling products diagnostic test systems maker biohit oyj hel biobv said today 8 may 2009 net loss narrowed eur0 1 usd0 14 first quarter 2009 eur0 4 period 2008
1,abb deutsche bank upgraded recommendation swiss swedish engineering group abb ltd buy hold
1,german company also signed code share agreement another oneworld member american airlines inc part us based amr corp nyse amr
1,partially offset 186 mln eur gain sale celbi pulp plant portugal
1,net cash flow operations expected remain 2
1,concept enables commercially affordable way manufacture high quality tco coated glass solar industry
0,operating loss totaled eur 0 3 mn compared profit eur 2 2 mn corresponding period 2007
1,nordea bank sto nda sampo bank helped finnish real estate investment company sponda hel sda1v place eur100m usd125 4 domestic bond company said friday
1,broker repeated buy rating based expectations current restructuring lead clear improvement performance europe 2007
1,financing aspocomp growth aspocomp aggressively pursuing growth strategy increasingly focusing technologically demanding hdi printed circuit boards pcbs
1,company estimates trend demand sports equipment steady 2006 amer report said
0,union filed grievance company overtime assignment policies
0,cover forest industry units employees finland concern temporary permanent lay offs
1,contract signed august papua new guinea based lihir gold ltd asx lgl
1,metal gained 41 percent year demand china world largest user increased
1,jawad williams scored 23 points impressive debut jerusalem jason rich adding 18 yuval naimi chipping 16 points hapoel visits yellow blue next week
1,kesko car import retailing business vv auto saw sales grow 17 1 pct
0,operating profit non recurring items eur 8 3 mn first nine months 2008 compared eur 8 4 corresponding period 2007
1,major breweries increased domestic beer sales 4 5 per cent last year 256 88 million litres 245 92 million litres 2004
1,net sales vegetable oil business rose eur 10 6 mn eur 10 1 mn
1,finnish larox signed contract talvivaara project delivery filters talvivaara nickel mine sotkamo finland
0,qualcomm estimated first quarter profit 46 50 cents share excluding certain items analyst estimate 61 cents share
1,strategic cooperation rentakran brings us new customers already working relationships authorities new territories said jarmo laasanen senior manager cramo
0,addition production personnel sport division given temporary lay warning
1,price logs clearly improved 2009 also price pulpwood gone
0,department store division sales fell 8 6 eur 140 2 mn
1,26 january 2011 finnish metal products company componenta oyj hel cth1v said yesterday net loss narrowed eur500 000 last quarter 2010 eur5 3 period year earlier
1,market share widened 48 51 percent 48 31 percent year earlier
1,outotec net profit second quarter 2007 jumped 16 8 mln euro 23 1 mln 4 6 mln euro 6 3 mln year ago
1,brazilian non profit interbank camara interbancaria de pagamentos cip acquired solutions us business integration solutions provider sterling commerce latter company said statement
1,complying european water framework directive requirements pre treatment unit fully renovated including hydraulics waste water inception degridding sand grease removal treatment deodorization unit
1,furthermore bunge also sign licensing agreement sunnuntai carlshamn mejeri brands
0,rapala vmc corporation stock exchange release october 10 2008 11 45 kaupthing bank oyj kapthing informed rapala vmc corporation rapala interrupted liquidity providing rapala share time
0,compared ftse 100 index rose 36 7 points 0 6 day relative price change 0 2
1,first nine months 2010 company net profit rose eur41m eur30m corresponding period 2009
1,cost savings rise 20 mln eur year 2007 oko said
0,net sales financial year 2006 expected amount eur20m operating result ebit expected loss announced
1,finnish construction company yit corporation planning build 200 high quality holiday homes near tahko ski spa resort finland
1,ixonos estimates hire 20 specialists mechanical engineering electronics design r new unit jyvaeskylae end 2009
1,finnish raisio diagnostics launching new dna based quick tests ensure safety food
1,fourth quarter saw rapala swing back pretax profit 1 5 mln eur year earlier loss 1 2 mln back 30 pct uplift sales 44 8 mln eur stronger performance north america
1,feeling quite 2 region whole
0,currently company foresees pre tax profit remain 2009 level reached eur 700 000 usd 934 000 compared previous projections slightly better pre tax profit
0,driver left car suspect kidnapped forced gunpoint drive durham
1,however net sales 2010 seen grown eur598 3 eur582 3 2009
0,benefon target lay temporarily permanently 20 salo plant staff
1,operating profit improved 16 7 eur 7 7 mn
1,company well positioned brazil uruguay
0,finnish plumbing heating systems supplier uponor net sales continuing business operations decreased eur 249 1 mn july september 2008 compared eur 262 1 mn third quarter 2007
0,operating profit 12 month period decreased eur5 4 net sales increased eur62 0 compared financial year 2004
0,fourth quarter 2008 net sales decreased eur 121 4 mn eur 165 5 mn fourth quarter 2007
0,operating profit totalled eur 9 0 mn eur 9 7 mn first half 2008
1,tim cockroft brings excellent track record 18 years experience moreover tim successfully developed capital markets operations kaupthing singer friedlander involving corporate finance broking focus mid market companies
1,warmly welcome satama states jussi lansio chairman board
1,adp news nov 18 2008 finnish ac drives manufacturer vacon oyj omx vac1v said today set new representative offices romania ukraine serve growing markets eastern southeastern europe
1,turnover rose eur21m eur17m
1,upm kymmene working closely shipping agents reduce fuel consumption greenhouse gas emissions
0,25 march 2011 finnish electronics contract manufacturer scanfil oyj hel scf1v said today plan merge wholly owned scanfil ems group ojala yhtyma oy hit snag shareholders domestic rival rejected deal
1,time delighted fact able accomplish organization team members
1,ponsse projects forest machine markets improve expected 2010 previous year
1,via move company aims annual savings eur 3 million usd 4 3 main part expected realized year
0,return investment roi 4 1 compared 43 8 first half 2008
1,acquisition considerably increase kemira sales market position russian metal industry coatings market
1,combine renew contents functionality current systems funding online service well maintenance
0,airline estimated cancellation flights due closure european airspace process recommencing traffic caused company loss eur20m including costs stranded passengers accommodation
0,low capacity utilisation rate steel production considerably increases fixed costs per unit steel produced
0,sales finland decreased 2 0 international sales decreased 9 3 terms euros 15 1 terms local currencies
1,mr priit kasak balti metsamasina owner said rakvere based company wishes increase valmet market share 27 third couple years
1,expansion includes doubling floor space addition lifting capacity production equipment
0,measures result decreased demand technical design product information
1,21 october 2010 finnish fishing tackle company rapala vmc corp hel rap1v said today net profit rose eur18 9 first nine months 2010 eur15 1 period year earlier
1,assignment strengthens poyry position international provider engineering project services chemical process industry
0,earlier today geberit finnish rival uponor oyj cut full year sales growth forecast 6 pct 10 pct blaming tough conditions germany us well currency factors
1,according rehu managing director jouko lahtinen project stabilise costs improve supply security
1,4 february 2011 finnish broadband data communication systems provider teleste oyj hel tlt1v said wednesday net profit rocketed eur4 8 2010 eur416 000 2009 lifted dividend proposal
0,danish company flsmidth acknowledged violated patent held finnish metso
1,pleased deliver basware invoice automation solution major retail company us
1,profit period eur 15 6 mn compared eur 14 1 mn 2007
1,profit period totaled eur 39 4 mn eur 33 9 mn corresponding period 2006
0,company confirmed estimate lower revenue whole 2009 year ago eur 93 9 million usd 137 3 given interim report august 5
1,would invest physical infrastructure would also provide know managing developing science technology parks said sunrise valley director andrius bagdonas
0,poorest index figure given finnish power company fortum 4 5
1,airbus 100 firm orders a350 89 nonbinding commitments
0,present trade mark pit produkt little known outside north west russia
1,cl51 designed measure cloud base height vertical visibility weather conditions makes ideal instrument meteorological applications rely reliable cloud height detection
0,initially company said maximum 15 people would made redundant parent company 15 subsidiaries
1,mill long traditions holds established position markets
1,production capacity tripled without major additional investments company said
0,current reference grade instruments challenging operate due high price complexity routine use
1,brazilian mobile player telemig celular yesterday announced selected finnish software developer tecnomen oyj expand prepaid billing system
0,cash flow investments amounted eur45m eur46m
1,finnish automation solutions developer cencorp corporation omx helsinki cnc1v said friday 27 june completed employee negotiations regarding reorganisation operations
1,demand seems hit bottom signs improvement seen
1,affecto expects net sales whole 2010 increase 2009 level reached eur 103 million
1,projected revenue 2 2 billion 2 3 billion slightly higher analyst estimates 2 19 billion
0,finnish scanfil systems supplier contract manufacturer communications sector electronics industry reports net sales totalled eur 94 7 mn first half 2010 eur 99 5 mn first half 2009
0,18 march 2010 leakage gypsum pond detected today talvivaara mine
1,company intensifying smelter operations increasing annual production capacity 230 000 tonnes copper
0,one challenges oil production north sea scale formation plug pipelines halt production
0,finnish shipping company finnlines pretax loss totalled eur 6 5 mn third quarter 2009 compared profit eur 0 3 mn third quarter 2008
1,svyturys utenos alus controlled nordic group baltic beverages holding bbh posted 6 1 percent growth beer sales january september 101 99 million liters
0,net sales period expected fall well last year result non recurring items expected red
0,pretax loss totaled eur 117mn compared loss eur 65mn corresponding period
1,agreement provide switch double converter capacity whilst opening manufacturing locations china
0,pulp production finnish kemij rvi also liquidated 1 100 employees loose jobs
1,thereby company expand offering north central south america
1,elcoteq stock orders stabilised past weeks mr krippl said
1,solid credit compared dz bank rabobank
1,fi developing cooperation keyword advertising microsoft
1,finnish financial group aktia operating profit 2009 increased eur 47 0 mn eur 6 6 mn 2008
1,higher bit rates outgoing traffic improves end user experience mobile broadband services video conferencing file sharing sending e mails attachments
0,compared ftse 100 index rose 94 9 points 1 6 day relative price change 0 4
1,aspo plc stock exchange release february 11 2011 at8 45 esl shipping ltd part aspo group signed new long term contract rautaruukki corporation marine transport raw materials baltic sea
0,result also burdened increased fixed costs associated operations china restructuring costs japan
1,omx helsinki 25 index 0 92 pct 2 518 67 helsinki cap portfolio index 0 91 pct higher 4 711 19
1,finnish metso paper order supply uncoated fine paper machine mcc paper yinhe china
0,adjustment fall price level contrast less effective
1,cost cutting measures produced around eur70m savings past nine months dampened airline loss finnair said
1,kalnapilio tauro grupe kalnapilis tauras group owned denmark royal unibrew raised market share 25 18 percent 23 74 percent beer sales seven months jumped 14 5 percent 40 5 million liters
1,asimilar agreement signed china mobile ltd sehk 0941 nyse chl largest mobile carrier thegps social networking service provider promoting gypsii service beijing 2008 olympic games according thelatest news
1,ebit excluding non recurring items estimated increase 2009
1,example net sales increased 5 9 first quarter ebitda increased 0 eur 0 2 mn first quarter 2009
1,hearst able consolidate 20 russian market advertising press purchase
1,finnish kci konecranes raised net sales growth estimate 2006 25 35
1,ministry water tanzania awarded poyry water sanitation engineering assignment rehabilitation extension water supply sanitation infrastructure bukoba musoma situated lake victoria northern tanzania
1,asia pacific region visa wave available malaysia taiwan south korea expanded japan southeast asia year jung added
1,group also strong global position fishing categories
0,2009 stora enso net loss eur 879 7 million compared eur 673 4 million previous year
1,equity ratio 60 9 compared 54 2 third quarter 2007 net sales frozen foods business totaled eur 11 0 5 third quarter 2006
1,operating profit improved 27 eur 579 8 mn eur 457 2 mn 2006
1,item included restructuring costs eur1 6 year earlier eur13 1 diluted eps stood eur0 3 versus loss per share eur 0 1
1,agreement tietoenator provide blyk extended application business process management services infrastructure
1,finnish broadband data communication systems provider teleste oyj hel tlt1v said yesterday returned net profit eur 2 7 million usd 3 8 first nine months 2010 versus net loss eur 579 000 period 2009
1,second quarter 2010 company net profit eur1 7 compared net loss eur1 3 april june 2009
0,adpnews aug 3 2009 finnish media group ilkka yhtyma oyj hel ilk2s said today net profit fell 45 year eur 5 9 million usd 8 4 first half 2009
0,12 01 pm omx helsinki 25 0 66 pct 3 143 57 omx helsinki 0 67 pct lower 10 530 74 253 mln eur turnover
1,ragutis controlled finnish brewery olvi achieved 5 7 percent rise beer sales 22 6 million liters held 10 75 percent market share
1,sales price sales gain 3 1 mln euro 4 5 mln recognized incap earnings 2007
0,coca cola market leader manufacturers market share 36 9 2 2 corresponding period 2004 2005
0,maritime administration said ships ignored warnings icy conditions
1,tekla implement renewal software versions introduced spring 2011
0,seven month sales ragutis controlled finnish brewery olvi declined 11 2 percent 15 41 million liters company held 9 89 percent market
0,october upm reported third quarter net loss euro86 million 110 million compared net profit euro120 million 2007
0,decision means temporary lay offs fixed duration company nastola jyvaskyla units southern central finland respectively
1,equipment expand container handling capacity namibia main port walvis bay west coast
1,kesko agro eesti retailer wholesaler grain agricultural warehousing machinery accessories net sales 81 million euros 2007 increase one tenth preceding year
1,finnish owned contract manufacturer electronics elcoteq hungary kft announced plans recruit 650 new staffers fulfill new orders p cs company two plants
0,issue thieves stealing building sites said mr smith
1,company use assets strengthening balance sheet financial position
0,kiosk cinema operations suffered particular
1,also turned earnings per share eps eur 0 08 versus loss per share eur 0 04
1,company said estimates make slight profit thanks cost cutting measures
1,production capacity rise gradually 170 000 tonnes 215 000 tonnes
1,combined activities create value shareholders good employees customers
1,suominen corporation estimates cost cutting program started autumn 2005 higher sales prices expected growth volume wet wipes make company operations profitable
1,200 volunteers fiskars garden tool company home depot nyse hd city baltimore neighborhood working right create garden sanctuary single day
1,adp news nov 3 2008 finnish cargo handling systems services company cargotec oyj omx cgcbv said today acquired 80 stakes italian service companies cvs technoports srl cvs service srl italian handli
1,finnish construction group lemminkainen oyj hel lem1s said today contract provide technical services nevsky centre shopping mall opened november st petersburg russia
1,stora enso third quarter pre tax profit doubled eur 197mn
0,scanfil issued profit warning 10 april 2006
1,via satlan acquisition teleste plans expand market presence video services partner cable operators broadcasters iptv service providers
1,company booked april june new orders worth 949 mln eur compared 786 mln eur period year ago
1,efore results last quarter showed even faster improvement company managed better source components
1,operating profit rose eur 9 2 mn eur 6 8 mn corresponding period 2007
0,earnings per share eps amounted loss eur0 38
0,sale result capital loss eur5m solidium obtained tikkurila shares march 2010
0,announcement comes two weeks key licensing agreement expires two companies embroiled disagreement royalty payments texas instrument chips use qualcomm patented technology
0,company said comparable operating profit january june period fell short last year corresponding performance
1,finnish flexible packaging manufacturer suominen corporation reports net sales eur 54 5 mn first quarter 2008 compared eur 54 3 mn year earlier
0,finland hobby hall sales decreased 10 international sales fell 19
1,revenues time grew 14 percent 43 million euros
1,first quarter underlying operating profit rose 41 mln eur 33 mln year earlier
1,tiimari latvian representative ineta zaharova said company earned lvl 122 000 2005 profit 20 times 2004
1,brokerage said 2006 seen true turning point european steel base prices better pricing seen carrying second quarter 2006
1,however bottom line result improved thanks 2 financial items
1,also mentions improvement service follows recent expansion finnlines service bilbao via antwerp helsinki hull via helsinki st petersburg
0,finnish airline finnair starting temporary layoffs cabin crews february 2010
1,priority 2009 strengthen company balance sheet increase cash flow ceo hannu krook said
1,finnish metal components supplier componenta oyj said net profit went 3 5 mln euro 4 5 mln 2006 2 2 mln euro 2 8 mln 2005
1,previously company guided ebit sales growth 20 pct 10 pct respectively year
1,ramirent net sales second quarterended june 30 euro 128 7 million u 163 million 3 3 percent increase compared euro 124 6 million thesecond quarter last year
0,net sales decreased eur 220 5 mn eur 470 0 mn corresponding period 2009
0,incap furniture presently negotiating staff cuts
1,earnings per share eps eur0 03 loss eur0 083
1,analyzed kaupthing bank sweden found business fits well alandsbanken said alandsbanken chief executive peter wiklof statement
0,scanfil also issued profit warning
0,eps dropped eur0 2 eur0 3
1,18 may 2010 finnish electronics producer elcoteq se hel elqav said today signed extensive cooperation agreement industrialisation manufacturing distribution market services mobile phones japan sharp tyo 6753
1,adp news oct 31 2008 finnish food company raisio oyj omx raivv said today net profit jumped eur 16 4 million usd 20 9 first nine months 2008 eur 1 1 million period 2
1,fund fair value increase correspondingly
0,swedbank shares hardest hit swedish banks ongoing international financial crisis
1,adp news feb 6 2009 finnish fishing tackle company rapala vmc corp hel rap1v said today net profit rose eur 19 2 million usd 24 6 2008 eur 17 5 million 2007
1,operating profit totalled eur 0 4 mn operating loss eur 0 8 mn year year
1,long standing partnership commitment enable parties develop respective operations esl shipping also opportunity update fleet improve efficiency
1,one uponor promising future products hydronic cooling system
1,adp news finnish handling systems provider cargotec oyj hel cgcbv announced friday orders worth eur 10 million usd 13 2 deliver linkspans jordan morocco ireland
1,kai tulonen chief technology officer sysopen digia says using corporate phonebook inside sysopen digia extensively since last fall satisfied results
1,combining existing solutions single platform comptel said reduced cost deployment
1,q1 2010 bank land net interest income increased eur 9 1 mn eur 9 7 mn
1,reporting period company operating profit grew 43 2 eur 6 million
1,design team long admired marimekko vivid patterns colors
1,xerox stora enso teamed tailor igen3 short run demand packaging market
0,finnish electronics contract manufacturer scanfil net sales eur 52 2 mn first quarter 2007 eur 60 1 mn year
1,cash flow operations totalled eur 2 71 mn compared 0 eur 0 83 mn corresponding period 2008
0,profit taxes amounted eur 56 5 mn eur 232 9 mn year ago
0,operating profit fell eur 38 1 mn eur 55 3 mn 2007
0,q1 2009 bank land net interest income weakened 10 eur 9 1 mn
1,mr kivimeister said john deer former timberjack stands win situation controls around 60 estonia forest machinery market
1,situation normalises company able increase amount residential units sale st petersburg moscow particular
0,finnish scanfil systems supplier contract manufacturer communications sector electronics industry reports net sales eur 49 6 mn first quarter 2009 per cent smaller corresponding period 2008
1,swiss franc surged record 1 42 euros reported sharpest gain manufacturing march
1,company recorded revenues e658 1 million fiscal year ended december 2007 increase 23 2006
0,operating loss totaled eur 25mn compared profit eur 63mn corresponding period 2005
1,lee man paper metso long prosperous co operation good example changshu hongmei kraftliner machines delivered earlier
0,profit taxes eur 4 0 mn eur 4 9 mn
1,kesko agro lietuva agricultural machinery grain trader another member kesko group boosted sales 42 9 percent 13 4 million euros vat inclusive
0,finnair believes strike cause daily net losses excess eur 2mn due canceled reservations passenger routing
0,comparable operating profit totaled eur 4 7 mn eur 5 1 mn corresponding period 2005 representing 7 4 net sales
0,considerably weaker u dollar british pound impact sales average prices euros upm said
1,group 12 month operating profit grew 31 percent 337 8 million euros
1,installation automatic varnishing line important part company strategy region central eastern europe said jozef misurec director ruukki slovakia
1,helsinki afx retail wholesale group kesko reported net sales 659 4 mln eur february increase 10 8 pct year year
1,october december sales 302 mln eur 25 3 pct increase year year
0,full year operating result 2008 3 6 million 0
0,finnish technology company raute corporation omx helsinki rutav issued tuesday 23 september profit warning financial year 2008
1,poyry recognized one world leading advisors global forestry industry
1,business boomed ostrom helped plant small story rapala lures life magazine issue featured marilyn monroe cover
1,company also featured ethibel pioneer investment register included innovest global 100 list world sustainable corporations
0,operating margin however slipped 14 4 15 1 dragged poor performance enterprise solutions
1,cash flow operations rose eur 52 7 mn eur 15 6 mn 2007
0,finnish bank land reports operating profit fell eur 4 9 mn third quarter 2007 eur 5 6 mn third quarter 2006
0,cerberus capital management lp backed printing paper maker newpage corp posted mixed second quarter results casting cloud planned initial public offering
1,fair value investment properties totaled eur 2 534 9 mn eur 2 455 1 mn 2006
0,finnish suominen corporation makes wipes nonwovens flexible packaging expects changes market situation reduce sales suominen nonwovens wet wipes previously estimated volumes
0,finnish scanfil contract manufacturer systems supplier communication industrial electronics reports net sales eur 108 7 mn first half 2008 eur 111 1 mn year earlier
1,net sales revenue per passenger expected increase
1,operating profit totalled eur 7 0 mn loss eur 4 0 mn second quarter 2009
0,salcomp oyj finnish maker mobile phone chargers monday posted eur1 49 million loss second quarter compared 1 70 million profit period previous year
1,earnings per share eps rose eur 0 11 eur 0 03
1,last month outokumpu sold 80 percent technology unit outokumpu technology oyj strategic goal becoming world largest stainless steel maker
1,according ceo nordea bank estonia vahur kraft nordea finland stockmann cooperating ten years
1,clothing retail chain sepp l sales increased 8 eur 155 2 mn operating profit rose eur 31 1 mn eur 17 1 mn 2004
1,jens schulte bockum vodafone global director terminals said company expects sell one two million vodafone 125 225 models first year launch potentially tens millions lifetime device
1,acquisition expected improve access chrome ore resources turkey
1,measures expected produce annual cost savings eur 1 5 million starting 2007
1,altia operating profit jumped eur 47 million eur 6 6 million
0,operating loss amounted eur 0 9 mn first half 2006 compared profit eur 0 5 mn first half 2005
0,air traffic finland stoppage since
0,emsa deputy chairman board juri lember told bns wednesday first time heard strike swedish side informed estonian union yet
1,recommendable nokian z g2 according adac judgement latest summer tyre test german automobile association adac
1,south african sappi become largest foreign forest industry company operating finland result acquisition finnish real corporation graphic papers business unit
1,kalmar awarded new 5 year contract supply rough terrain container handler rtch
1,love activision fresh colorful approach rapala fish said kelly brockpahler rapala
1,company scheduled traffic measured revenue passenger kilometres rpk grew 2 nearly 3 passengers carried scheduled flights february 2009
0,finnish bank land reports operating profit eur 2 2 mn first quarter 2010 eur 6 3 mn corresponding period 2009
1,metso expects net sales increase 10 2008 comparable exchange rates
1,dutch broker noted nokian tyres reported good first quarter 2006 line consensus
1,q2 2010 consolidated earnings tax totaled eur4 5 compared eur3 9 net profit eur3 2 compared eur2 9 previous year
0,national conciliator juhani salonius met parties wednesday said far apart views propose mediation
1,olvi expects sales market share increase first quarter 2010
1,honored acknowledged commitment industry especially asia pacific
1,stockmann mastercard widened scope cooperation estonia latvia
0,according ceo matti perkonoja parent company hkscan company performance first quarter 2010 remained clearly level corresponding period 2009
1,finnish oko bank signed cooperation agreement raiffeisen concerning finnish companies investments russia
0,finnish insurance company fennia kesko group ending loyal customer cooperation
1,competition received great enthusiasm employees goes
1,parties also agreed options allow uh extensively implement later also functionalities human resources management
0,operating margin aker yards cruise ferries division went 8 3 6 4 first quarter 2007
1,finland nokian tyres kazakhstan ordabasy corporation signed agreement build plant astana produce car tires ordabasy chairman dinmukhamet idrisov said press conference
0,finland finnish pharmaceutical company orion corporation omx helsinki ornav said wednesday 7 january concluded personnel negotiations finland reduce number personnel 205
1,16 february 2011 finnish industrial machinery company metso oyj hel meo1v said today deliver minerals processing equipment basic engineering canadian miner northland resources osl naur tse nau
0,pretax loss totaled eur 1 2 mn profit eur 2 1 mn 2004
0,korhonen dismissed post editor chief group newspaper lapin kansa december 2008
0,many commercial vessels got stuck narrow bay bothnia ice thicker around aaland islands
1,29 september 2010 finnish waste management recycling company lassila tikanoja expands operations russia introducing recently completed recycling plant city dubna near moscow
1,sanoma magazines net sales estimated grow 2006
1,repeats sees 2008 ebita 18 pct sales
0,export declined 6 percent 16 4 million liters
1,adjusted changes group structure division net sales increased 1 7
1,announced restructuring significantly decrease company indebtedness
1,operating profit rose 26 9 eur 105 8 83 4 million
1,bilfinger investors cheered agreement pushing shares 7 euro 3 30 euro 50 29 afternoon trade
1,profit still target
1,finland based elcoteq se privately held provider electronics manufacturing services communications companies said thursday signed long term manufacturing supply deal communications equipment company andrew corp
1,known post bank concept would see fidelity bank rolling 75 offices ghana post premises provide financial services people
1,metso supply equipment two process lines northland resources new kaunisvaara iron ore project sweden exploits tapuli sahavaara iron ore deposits
0,building home improvement trade net sales totalled eur 1 173 mn eur 1 566 mn year earlier
1,helsingin uutiset vantaan sanomat lansivayla reach 385 000 readers 40 consumers greater helsinki region
